Date,CL=F
2015-01-02,52.689998626708984
2015-01-05,50.040000915527344
2015-01-06,47.93000030517578
2015-01-07,48.650001525878906
2015-01-08,48.790000915527344
2015-01-09,48.36000061035156
2015-01-12,46.06999969482422
2015-01-13,45.88999938964844
2015-01-14,48.47999954223633
2015-01-15,46.25
2015-01-16,48.689998626708984
2015-01-20,46.38999938964844
2015-01-21,47.779998779296875
2015-01-22,46.310001373291016
2015-01-23,45.59000015258789
2015-01-26,45.150001525878906
2015-01-27,46.22999954223633
2015-01-28,44.45000076293945
2015-01-29,44.529998779296875
2015-01-30,48.2400016784668
2015-02-02,49.56999969482422
2015-02-03,53.04999923706055
2015-02-04,48.45000076293945
2015-02-05,50.47999954223633
2015-02-06,51.689998626708984
2015-02-09,52.86000061035156
2015-02-10,50.02000045776367
2015-02-11,48.84000015258789
2015-02-12,51.209999084472656
2015-02-13,52.779998779296875
2015-02-17,53.529998779296875
2015-02-18,52.13999938964844
2015-02-19,51.15999984741211
2015-02-20,50.34000015258789
2015-02-23,49.45000076293945
2015-02-24,49.279998779296875
2015-02-25,50.9900016784668
2015-02-26,48.16999816894531
2015-02-27,49.7599983215332
2015-03-02,49.59000015258789
2015-03-03,50.52000045776367
2015-03-04,51.529998779296875
2015-03-05,50.7599983215332
2015-03-06,49.61000061035156
2015-03-09,50.0
2015-03-10,48.290000915527344
2015-03-11,48.16999816894531
2015-03-12,47.04999923706055
2015-03-13,44.84000015258789
2015-03-16,43.880001068115234
2015-03-17,43.459999084472656
2015-03-18,44.65999984741211
2015-03-19,43.959999084472656
2015-03-20,45.720001220703125
2015-03-23,47.45000076293945
2015-03-24,47.5099983215332
2015-03-25,49.209999084472656
2015-03-26,51.43000030517578
2015-03-27,48.869998931884766
2015-03-30,48.68000030517578
2015-03-31,47.599998474121094
2015-04-01,50.09000015258789
2015-04-02,49.13999938964844
2015-04-06,52.13999938964844
2015-04-07,53.97999954223633
2015-04-08,50.41999816894531
2015-04-09,50.790000915527344
2015-04-10,51.63999938964844
2015-04-13,51.90999984741211
2015-04-14,53.290000915527344
2015-04-15,56.38999938964844
2015-04-16,56.709999084472656
2015-04-17,55.7400016784668
2015-04-20,56.380001068115234
2015-04-21,55.2599983215332
2015-04-22,56.15999984741211
2015-04-23,57.7400016784668
2015-04-24,57.150001525878906
2015-04-27,56.9900016784668
2015-04-28,57.060001373291016
2015-04-29,58.58000183105469
2015-04-30,59.630001068115234
2015-05-01,59.150001525878906
2015-05-04,58.93000030517578
2015-05-05,60.400001525878906
2015-05-06,60.93000030517578
2015-05-07,58.939998626708984
2015-05-08,59.38999938964844
2015-05-11,59.25
2015-05-12,60.75
2015-05-13,60.5
2015-05-14,59.880001068115234
2015-05-15,59.689998626708984
2015-05-18,59.43000030517578
2015-05-19,57.2599983215332
2015-05-20,58.97999954223633
2015-05-21,60.720001220703125
2015-05-22,59.720001220703125
2015-05-26,58.029998779296875
2015-05-27,57.5099983215332
2015-05-28,57.68000030517578
2015-05-29,60.29999923706055
2015-06-01,60.20000076293945
2015-06-02,61.2599983215332
2015-06-03,59.63999938964844
2015-06-04,58.0
2015-06-05,59.130001068115234
2015-06-08,58.13999938964844
2015-06-09,60.13999938964844
2015-06-10,61.43000030517578
2015-06-11,60.77000045776367
2015-06-12,59.959999084472656
2015-06-15,59.52000045776367
2015-06-16,59.970001220703125
2015-06-17,59.91999816894531
2015-06-18,60.45000076293945
2015-06-19,59.61000061035156
2015-06-22,59.68000030517578
2015-06-23,61.0099983215332
2015-06-24,60.27000045776367
2015-06-25,59.70000076293945
2015-06-26,59.630001068115234
2015-06-29,58.33000183105469
2015-06-30,59.470001220703125
2015-07-01,56.959999084472656
2015-07-02,56.93000030517578
2015-07-06,52.529998779296875
2015-07-07,52.33000183105469
2015-07-08,51.650001525878906
2015-07-09,52.779998779296875
2015-07-10,52.7400016784668
2015-07-13,52.20000076293945
2015-07-14,53.040000915527344
2015-07-15,51.40999984741211
2015-07-16,50.90999984741211
2015-07-17,50.88999938964844
2015-07-20,50.150001525878906
2015-07-21,50.36000061035156
2015-07-22,49.189998626708984
2015-07-23,48.45000076293945
2015-07-24,48.13999938964844
2015-07-27,47.38999938964844
2015-07-28,47.97999954223633
2015-07-29,48.790000915527344
2015-07-30,48.52000045776367
2015-07-31,47.119998931884766
2015-08-03,45.16999816894531
2015-08-04,45.7400016784668
2015-08-05,45.150001525878906
2015-08-06,44.65999984741211
2015-08-07,43.869998931884766
2015-08-10,44.959999084472656
2015-08-11,43.08000183105469
2015-08-12,43.29999923706055
2015-08-13,42.22999954223633
2015-08-14,42.5
2015-08-17,41.869998931884766
2015-08-18,42.619998931884766
2015-08-19,40.79999923706055
2015-08-20,41.13999938964844
2015-08-21,40.45000076293945
2015-08-24,38.2400016784668
2015-08-25,39.310001373291016
2015-08-26,38.599998474121094
2015-08-27,42.560001373291016
2015-08-28,45.220001220703125
2015-08-31,49.20000076293945
2015-09-01,45.40999984741211
2015-09-02,46.25
2015-09-03,46.75
2015-09-04,46.04999923706055
2015-09-08,45.939998626708984
2015-09-09,44.150001525878906
2015-09-10,45.91999816894531
2015-09-11,44.630001068115234
2015-09-14,44.0
2015-09-15,44.59000015258789
2015-09-16,47.150001525878906
2015-09-17,46.900001525878906
2015-09-18,44.68000030517578
2015-09-21,46.68000030517578
2015-09-22,45.83000183105469
2015-09-23,44.47999954223633
2015-09-24,44.90999984741211
2015-09-25,45.70000076293945
2015-09-28,44.43000030517578
2015-09-29,45.22999954223633
2015-09-30,45.09000015258789
2015-10-01,44.7400016784668
2015-10-02,45.540000915527344
2015-10-05,46.2599983215332
2015-10-06,48.529998779296875
2015-10-07,47.810001373291016
2015-10-08,49.43000030517578
2015-10-09,49.630001068115234
2015-10-12,47.099998474121094
2015-10-13,46.65999984741211
2015-10-14,46.63999938964844
2015-10-15,46.380001068115234
2015-10-16,47.2599983215332
2015-10-19,45.88999938964844
2015-10-20,45.54999923706055
2015-10-21,45.20000076293945
2015-10-22,45.380001068115234
2015-10-23,44.599998474121094
2015-10-26,43.97999954223633
2015-10-27,43.20000076293945
2015-10-28,45.939998626708984
2015-10-29,46.060001373291016
2015-10-30,46.59000015258789
2015-11-02,46.13999938964844
2015-11-03,47.900001525878906
2015-11-04,46.31999969482422
2015-11-05,45.20000076293945
2015-11-06,44.290000915527344
2015-11-09,43.869998931884766
2015-11-10,44.209999084472656
2015-11-11,42.93000030517578
2015-11-12,41.75
2015-11-13,40.7400016784668
2015-11-16,41.7400016784668
2015-11-17,40.66999816894531
2015-11-18,40.75
2015-11-19,40.540000915527344
2015-11-20,40.38999938964844
2015-11-23,41.75
2015-11-24,42.869998931884766
2015-11-25,43.040000915527344
2015-11-27,41.709999084472656
2015-11-30,41.650001525878906
2015-12-01,41.849998474121094
2015-12-02,39.939998626708984
2015-12-03,41.08000183105469
2015-12-04,39.970001220703125
2015-12-07,37.650001525878906
2015-12-08,37.5099983215332
2015-12-09,37.15999984741211
2015-12-10,36.7599983215332
2015-12-11,35.619998931884766
2015-12-14,36.310001373291016
2015-12-15,37.349998474121094
2015-12-16,35.52000045776367
2015-12-17,34.95000076293945
2015-12-18,34.72999954223633
2015-12-21,34.7400016784668
2015-12-22,36.13999938964844
2015-12-23,37.5
2015-12-24,38.099998474121094
2015-12-28,36.810001373291016
2015-12-29,37.869998931884766
2015-12-30,36.599998474121094
2015-12-31,37.040000915527344
2016-01-04,36.7599983215332
2016-01-05,35.970001220703125
2016-01-06,33.970001220703125
2016-01-07,33.27000045776367
2016-01-08,33.15999984741211
2016-01-11,31.40999984741211
2016-01-12,30.440000534057617
2016-01-13,30.479999542236328
2016-01-14,31.200000762939453
2016-01-15,29.420000076293945
2016-01-19,28.459999084472656
2016-01-20,26.549999237060547
2016-01-21,29.530000686645508
2016-01-22,32.189998626708984
2016-01-25,30.34000015258789
2016-01-26,31.450000762939453
2016-01-27,32.29999923706055
2016-01-28,33.220001220703125
2016-01-29,33.619998931884766
2016-02-01,31.6200008392334
2016-02-02,29.8799991607666
2016-02-03,32.279998779296875
2016-02-04,31.719999313354492
2016-02-05,30.889999389648438
2016-02-08,29.690000534057617
2016-02-09,27.940000534057617
2016-02-10,27.450000762939453
2016-02-11,26.209999084472656
2016-02-12,29.440000534057617
2016-02-16,29.040000915527344
2016-02-17,30.65999984741211
2016-02-18,30.770000457763672
2016-02-19,29.639999389648438
2016-02-22,31.479999542236328
2016-02-23,31.8700008392334
2016-02-24,32.150001525878906
2016-02-25,33.06999969482422
2016-02-26,32.779998779296875
2016-02-29,33.75
2016-03-01,34.400001525878906
2016-03-02,34.65999984741211
2016-03-03,34.56999969482422
2016-03-04,35.91999816894531
2016-03-07,37.900001525878906
2016-03-08,36.5
2016-03-09,38.290000915527344
2016-03-10,37.84000015258789
2016-03-11,38.5
2016-03-14,37.18000030517578
2016-03-15,36.34000015258789
2016-03-16,38.459999084472656
2016-03-17,40.20000076293945
2016-03-18,39.439998626708984
2016-03-21,39.90999984741211
2016-03-22,41.45000076293945
2016-03-23,39.790000915527344
2016-03-24,39.459999084472656
2016-03-28,39.38999938964844
2016-03-29,38.279998779296875
2016-03-30,38.31999969482422
2016-03-31,38.34000015258789
2016-04-01,36.790000915527344
2016-04-04,35.70000076293945
2016-04-05,35.88999938964844
2016-04-06,37.75
2016-04-07,37.2599983215332
2016-04-08,39.720001220703125
2016-04-11,40.36000061035156
2016-04-12,42.16999816894531
2016-04-13,41.7599983215332
2016-04-14,41.5
2016-04-15,40.36000061035156
2016-04-18,39.779998779296875
2016-04-19,41.08000183105469
2016-04-20,42.630001068115234
2016-04-21,43.18000030517578
2016-04-22,43.72999954223633
2016-04-25,42.63999938964844
